"Class","File","Person","Notes"
"11","2015/G6003/Q1/raw/016.mp4","Nevin",""
"11","2015/G6003/Q1/raw/017.mp4","Nevin",""
"11","2015/G6003/Q1/raw/018.mp4","Nevin",""
"0","2015/G6003/Q1/raw/019.mp4","Nevin",""
"0","2015/G6003/Q1/raw/020.mp4","Nevin",""
"0","2015/G6003/Q1/raw/021.mp4","Nevin",""
"0","2015/G6003/Q1/raw/022.mp4","Nevin",""
"151","2015/G6003/Q1/raw/023.mp4","Nevin",""
"0","2015/G6003/Q1/raw/024.mp4","Nevin",""
"12","2015/G6003/Q1/raw/025.mp4","Nevin",""
"11","2015/G6003/Q1/raw/026.mp4","Nevin",""
"12","2015/G6003/Q1/raw/027.mp4","Nevin",""
"11","2015/G6003/Q1/raw/028.mp4","Nevin",""
"11","2015/G6003/Q1/raw/029.mp4","Nevin",""
"11","2015/G6003/Q1/raw/030.mp4","Nevin",""
"0","2015/G6003/Q1/raw/031.mp4","Nevin",""
"11","2015/G6003/Q1/raw/032.mp4","Nevin",""
"11","2015/G6003/Q1/raw/033.mp4","Nevin",""
"0","2015/G6003/Q1/raw/034.mp4","Nevin",""
"0","2015/G6003/Q1/raw/035.mp4","Nevin",""
"11","2015/G6003/Q1/raw/036.mp4","Nevin",""
"151","2015/G6003/Q1/raw/037.mp4","Nevin",""
"0","2015/G6003/Q1/raw/038.mp4","Nevin",""
"25","2015/G6003/Q1/raw/039.mp4","Nevin",""
"13","2015/G6003/Q2/raw/001.mp4","Nevin",""
"12","2015/G6003/Q2/raw/002.mp4","Nevin",""
"11","2015/G6003/Q2/raw/003.mp4","Nevin",""
"0","2015/G6003/Q2/raw/004.mp4","Nevin",""
"11","2015/G6003/Q2/raw/005.mp4","Nevin",""
"0","2015/G6003/Q2/raw/006.mp4","Nevin",""
"0","2015/G6003/Q2/raw/007.mp4","Nevin",""
"25","2015/G6003/Q2/raw/008.mp4","Nevin",""
"0","2015/G6003/Q2/raw/009.mp4","Nevin",""
"12","2015/G6003/Q2/raw/010.mp4","Nevin",""
"0","2015/G6003/Q2/raw/011.mp4","Nevin",""
"0","2015/G6003/Q2/raw/012.mp4","Nevin",""
"0","2015/G6003/Q2/raw/013.mp4","Nevin",""
"0","2015/G6003/Q2/raw/014.mp4","Nevin",""
"12","2015/G6003/Q2/raw/015.mp4","Nevin",""
"0","2015/G6003/Q2/raw/016.mp4","Nevin",""
"151","2015/G6003/Q2/raw/017.mp4","Nevin",""
"12","2015/G6003/Q2/raw/018.mp4","Nevin",""
"0","2015/G6003/Q2/raw/019.mp4","Nevin",""
"151","2015/G6003/Q2/raw/020.mp4","Nevin",""
"0","2015/G6003/Q2/raw/021.mp4","Nevin",""
"0","2015/G6003/Q2/raw/022.mp4","Nevin",""
"0","2015/G6003/Q2/raw/023.mp4","Nevin",""
"0","2015/G6003/Q2/raw/024.mp4","Nevin",""
"25","2015/G6003/Q2/raw/025.mp4","Nevin",""
"0","2015/G6003/Q2/raw/026.mp4","Nevin",""
"0","2015/G6003/Q2/raw/027.mp4","Nevin",""
"0","2015/G6003/Q2/raw/028.mp4","Nevin",""
"0","2015/G6003/Q2/raw/029.mp4","Nevin",""
"0","2015/G6003/Q2/raw/030.mp4","Nevin",""
"0","2015/G6003/Q2/raw/031.mp4","Nevin",""
"0","2015/G6003/Q2/raw/032.mp4","Nevin",""
"0","2015/G6003/Q2/raw/033.mp4","Nevin",""
"151","2015/G6003/Q2/raw/034.mp4","Nevin",""
"0","2015/G6003/Q2/raw/035.mp4","Nevin",""
"151","2015/G6003/Q2/raw/036.mp4","Nevin",""
"11","2015/G6003/Q2/raw/037.mp4","Nevin",""
"0","2015/G6003/Q2/raw/038.mp4","Nevin",""
"0","2015/G6003/Q2/raw/039.mp4","Nevin",""
"0","2015/G6003/Q2/raw/040.mp4","Nevin",""
"13","2015/G6003/Q3/raw/002.mp4","Nevin",""
"12","2015/G6003/Q3/raw/003.mp4","Nevin",""
"11","2015/G6003/Q3/raw/004.mp4","Nevin",""
"0","2015/G6003/Q3/raw/005.mp4","Nevin",""
"23","2015/G6003/Q3/raw/006.mp4","Nevin",""
"11","2015/G6003/Q3/raw/007.mp4","Nevin",""
"0","2015/G6003/Q3/raw/008.mp4","Nevin",""
"11","2015/G6003/Q3/raw/009.mp4","Nevin",""
"0","2015/G6003/Q3/raw/010.mp4","Nevin",""
"0","2015/G6003/Q3/raw/011.mp4","Nevin",""
"0","2015/G6003/Q3/raw/012.mp4","Nevin",""
"12","2015/G6003/Q3/raw/013.mp4","Nevin",""
"11","2015/G6003/Q3/raw/014.mp4","Nevin",""
"12","2015/G6003/Q3/raw/015.mp4","Nevin",""
"0","2015/G6003/Q3/raw/016.mp4","Nevin",""
"21","2015/G6003/Q3/raw/017.mp4","Nevin",""
"0","2015/G6003/Q3/raw/018.mp4","Nevin",""
"0","2015/G6003/Q3/raw/019.mp4","Nevin",""
"11","2015/G6003/Q3/raw/020.mp4","Nevin",""
"12","2015/G6003/Q3/raw/021.mp4","Nevin",""
"0","2015/G6003/Q3/raw/022.mp4","Nevin",""
"0","2015/G6003/Q3/raw/023.mp4","Nevin",""
"25","2015/G6003/Q3/raw/024.mp4","Nevin",""
"0","2015/G6003/Q3/raw/025.mp4","Nevin",""
"11","2015/G6003/Q3/raw/026.mp4","Nevin",""
"151","2015/G6003/Q3/raw/027.mp4","Nevin",""
"0","2015/G6003/Q3/raw/028.mp4","Nevin",""
"0","2015/G6003/Q3/raw/029.mp4","Nevin",""
"25","2015/G6003/Q3/raw/030.mp4","Nevin",""
"0","2015/G6003/Q3/raw/031.mp4","Nevin",""
"151","2015/G6003/Q4/raw/000.mp4","Nevin",""
"26","2015/G6003/Q4/raw/001.mp4","Nevin",""
"0","2015/G6003/Q4/raw/002.mp4","Nevin",""
"11","2015/G6003/Q4/raw/003.mp4","Nevin",""
"11","2015/G6003/Q4/raw/004.mp4","Nevin",""
"0","2015/G6003/Q4/raw/005.mp4","Nevin",""
"151","2015/G6003/Q4/raw/006.mp4","Nevin",""
"0","2015/G6003/Q4/raw/007.mp4","Nevin",""
"0","2015/G6003/Q4/raw/008.mp4","Nevin",""
"0","2015/G6003/Q4/raw/009.mp4","Nevin",""
"0","2015/G6003/Q4/raw/010.mp4","Nevin",""
"13","2015/G6003/Q4/raw/011.mp4","Nevin",""
"0","2015/G6003/Q4/raw/012.mp4","Nevin",""
"0","2015/G6003/Q4/raw/013.mp4","Nevin",""
"0","2015/G6003/Q4/raw/014.mp4","Nevin",""
"0","2015/G6003/Q4/raw/015.mp4","Nevin",""
"0","2015/G6003/Q4/raw/016.mp4","Nevin",""
"13","2015/G6003/Q4/raw/017.mp4","Nevin",""
"0","2015/G6003/Q4/raw/018.mp4","Nevin",""
"12","2015/G6003/Q4/raw/019.mp4","Nevin",""
"21","2015/G6003/Q4/raw/020.mp4","Nevin",""
"0","2015/G6003/Q4/raw/021.mp4","Nevin",""
"151","2015/G6003/Q4/raw/022.mp4","Nevin",""
"0","2015/G6003/Q4/raw/023.mp4","Nevin",""
"0","2015/G6003/Q4/raw/024.mp4","Nevin",""
"0","2015/G6003/Q4/raw/025.mp4","Nevin",""
"22","2015/G6003/Q4/raw/026.mp4","Nevin",""
"0","2015/G6003/Q4/raw/027.mp4","Nevin",""
"0","2015/G6003/Q4/raw/028.mp4","Nevin",""
"13","2015/G6004/Q1/raw/001.mp4","Nevin",""
"0","2015/G6004/Q1/raw/002.mp4","Nevin",""
"12","2015/G6004/Q1/raw/003.mp4","Nevin",""
"12","2015/G6004/Q1/raw/004.mp4","Nevin",""
"12","2015/G6004/Q1/raw/005.mp4","Nevin",""
"0","2015/G6004/Q1/raw/006.mp4","Nevin",""
"0","2015/G6004/Q1/raw/007.mp4","Nevin",""
"11","2015/G6004/Q1/raw/008.mp4","Nevin",""
"0","2015/G6004/Q1/raw/009.mp4","Nevin",""
"12","2015/G6004/Q1/raw/010.mp4","Nevin",""
"0","2015/G6004/Q1/raw/011.mp4","Nevin",""
"11","2015/G6004/Q1/raw/012.mp4","Nevin",""
"0","2015/G6004/Q1/raw/123.mp4","Nevin",""
"14","2015/G6004/Q1/raw/013.mp4","Nevin",""
"0","2015/G6004/Q1/raw/014.mp4","Nevin",""
"0","2015/G6004/Q1/raw/015.mp4","Nevin",""
"0","2015/G6004/Q1/raw/016.mp4","Nevin",""
"22","2015/G6004/Q1/raw/017.mp4","Nevin",""
"0","2015/G6004/Q1/raw/018.mp4","Nevin",""
"0","2015/G6004/Q1/raw/019.mp4","Nevin",""
"12","2015/G6004/Q1/raw/020.mp4","Nevin",""
"0","2015/G6004/Q1/raw/021.mp4","Nevin",""
"0","2015/G6004/Q1/raw/022.mp4","Nevin",""
"0","2015/G6004/Q1/raw/023.mp4","Nevin",""
"0","2015/G6004/Q1/raw/024.mp4","Nevin",""
"0","2015/G6004/Q1/raw/025.mp4","Nevin",""
"0","2015/G6004/Q1/raw/026.mp4","Nevin",""
"25","2015/G6004/Q1/raw/027.mp4","Nevin",""
"0","2015/G6004/Q1/raw/028.mp4","Nevin",""
"0","2015/G6004/Q1/raw/029.mp4","Nevin",""
"0","2015/G6004/Q1/raw/030.mp4","Nevin",""
"0","2015/G6004/Q1/raw/031.mp4","Nevin",""
"0","2015/G6004/Q1/raw/032.mp4","Nevin",""
"0","2015/G6004/Q1/raw/033.mp4","Nevin",""
"0","2015/G6004/Q1/raw/034.mp4","Nevin",""
"0","2015/G6004/Q1/raw/035.mp4","Nevin",""
"12","2015/G6004/Q1/raw/036.mp4","Nevin",""
"12","2015/G6004/Q1/raw/037.mp4","Nevin",""
"13","2015/G6004/Q2/raw/000.mp4","Nevin",""
"12","2015/G6004/Q2/raw/001.mp4","Nevin",""
"12","2015/G6004/Q2/raw/002.mp4","Nevin",""
"0","2015/G6004/Q2/raw/003.mp4","Nevin",""
"25","2015/G6004/Q2/raw/004.mp4","Nevin",""
"0","2015/G6004/Q2/raw/005.mp4","Nevin",""
"0","2015/G6004/Q2/raw/006.mp4","Nevin",""
"12","2015/G6004/Q2/raw/007.mp4","Nevin",""
"11","2015/G6004/Q2/raw/008.mp4","Nevin",""
"25","2015/G6004/Q2/raw/009.mp4","Nevin",""
"13","2015/G6004/Q2/raw/010.mp4","Nevin",""
"0","2015/G6004/Q2/raw/011.mp4","Nevin",""
"0","2015/G6004/Q2/raw/012.mp4","Nevin",""
"0","2015/G6004/Q2/raw/013.mp4","Nevin",""
"23","2015/G6004/Q2/raw/014.mp4","Nevin",""
"0","2015/G6004/Q2/raw/015.mp4","Nevin",""
"13","2015/G6004/Q2/raw/016.mp4","Nevin",""
"13","2015/G6004/Q2/raw/017.mp4","Nevin",""
"0","2015/G6004/Q2/raw/018.mp4","Nevin",""
"151","2015/G6004/Q2/raw/019.mp4","Nevin",""
"0","2015/G6004/Q2/raw/020.mp4","Nevin",""
"25","2015/G6004/Q2/raw/021.mp4","Nevin",""
"13","2015/G6004/Q2/raw/022.mp4","Nevin",""
"0","2015/G6004/Q2/raw/023.mp4","Nevin",""
"0","2015/G6004/Q2/raw/024.mp4","Nevin",""
"11","2015/G6004/Q2/raw/025.mp4","Nevin",""
"0","2015/G6004/Q2/raw/026.mp4","Nevin",""
"151","2015/G6004/Q2/raw/027.mp4","Nevin",""
"0","2015/G6004/Q2/raw/028.mp4","Nevin",""
"0","2015/G6004/Q2/raw/029.mp4","Nevin",""
"13","2015/G6004/Q2/raw/030.mp4","Nevin",""
"0","2015/G6004/Q2/raw/031.mp4","Nevin",""
"0","2015/G6004/Q2/raw/032.mp4","Nevin",""
"22","2015/G6004/Q2/raw/033.mp4","Nevin",""
"12","2015/G6004/Q2/raw/034.mp4","Nevin",""
"0","2015/G6004/Q2/raw/035.mp4","Nevin",""
"13","2015/G6004/Q3/raw/000.mp4","Nevin",""
"151","2015/G6004/Q3/raw/001.mp4","Nevin",""
"0","2015/G6004/Q3/raw/002.mp4","Nevin",""
"0","2015/G6004/Q3/raw/003.mp4","Nevin",""
"0","2015/G6004/Q3/raw/004.mp4","Nevin",""
"0","2015/G6004/Q3/raw/005.mp4","Nevin",""
"0","2015/G6004/Q3/raw/006.mp4","Nevin",""
"25","2015/G6004/Q3/raw/007.mp4","Nevin",""
"0","2015/G6004/Q3/raw/008.mp4","Nevin",""
"25","2015/G6004/Q3/raw/009.mp4","Nevin",""
"0","2015/G6004/Q3/raw/010.mp4","Nevin",""
"0","2015/G6004/Q3/raw/011.mp4","Nevin",""
"0","2015/G6004/Q3/raw/012.mp4","Nevin",""
"0","2015/G6004/Q3/raw/013.mp4","Nevin",""
"0","2015/G6004/Q3/raw/014.mp4","Nevin",""
"151","2015/G6004/Q3/raw/015.mp4","Nevin",""
"0","2015/G6004/Q3/raw/016.mp4","Nevin",""
"11","2015/G6004/Q3/raw/017.mp4","Nevin",""
"151","2015/G6004/Q3/raw/018.mp4","Nevin",""
"151","2015/G6004/Q3/raw/019.mp4","Nevin",""
"0","2015/G6004/Q3/raw/020.mp4","Nevin",""
"12","2015/G6004/Q3/raw/021.mp4","Nevin",""
"0","2015/G6004/Q3/raw/022.mp4","Nevin",""
"0","2015/G6004/Q3/raw/023.mp4","Nevin",""
"0","2015/G6004/Q3/raw/024.mp4","Nevin",""
"151","2015/G6004/Q3/raw/025.mp4","Nevin",""
"0","2015/G6004/Q3/raw/026.mp4","Nevin",""
"0","2015/G6004/Q3/raw/027.mp4","Nevin",""
"0","2015/G6004/Q3/raw/028.mp4","Nevin",""
"22","2015/G6004/Q3/raw/029.mp4","Nevin",""
"0","2015/G6004/Q3/raw/030.mp4","Nevin",""
"11","2015/G6004/Q3/raw/031.mp4","Nevin",""
"27","2015/G6004/Q3/raw/032.mp4","Nevin",""
"0","2015/G6004/Q3/raw/033.mp4","Nevin",""
"13","2015/G6004/Q4/raw/000.mp4","Nevin",""
"11","2015/G6004/Q4/raw/001.mp4","Nevin",""
"151","2015/G6004/Q4/raw/002.mp4","Nevin",""
"0","2015/G6004/Q4/raw/003.mp4","Nevin",""
"0","2015/G6004/Q4/raw/004.mp4","Nevin",""
"0","2015/G6004/Q4/raw/005.mp4","Nevin",""
"25","2015/G6004/Q4/raw/006.mp4","Nevin",""
"0","2015/G6004/Q4/raw/007.mp4","Nevin",""
"12","2015/G6004/Q4/raw/008.mp4","Nevin",""
"0","2015/G6004/Q4/raw/009.mp4","Nevin",""
"0","2015/G6004/Q4/raw/010.mp4","Nevin",""
"151","2015/G6004/Q4/raw/011.mp4","Nevin",""
"0","2015/G6004/Q4/raw/012.mp4","Nevin",""
"0","2015/G6004/Q4/raw/013.mp4","Nevin",""
"151","2015/G6004/Q4/raw/014.mp4","Nevin",""
"0","2015/G6004/Q4/raw/015.mp4","Nevin",""
"0","2015/G6004/Q4/raw/016.mp4","Nevin",""
"0","2015/G6004/Q4/raw/017.mp4","Nevin",""
"0","2015/G6004/Q4/raw/018.mp4","Nevin",""
"0","2015/G6004/Q4/raw/019.mp4","Nevin",""
"0","2015/G6004/Q4/raw/020.mp4","Nevin",""
"0","2015/G6004/Q4/raw/021.mp4","Nevin",""
"151","2015/G6004/Q4/raw/022.mp4","Nevin",""
"12","2015/G6004/Q4/raw/023.mp4","Nevin",""
"0","2015/G6004/Q4/raw/024.mp4","Nevin",""
"0","2015/G6004/Q4/raw/025.mp4","Nevin",""
"0","2015/G6004/Q4/raw/026.mp4","Nevin",""
"151","2015/G6004/Q4/raw/027.mp4","Nevin",""
"0","2015/G6004/Q4/raw/028.mp4","Nevin",""
"151","2015/G6004/Q4/raw/029.mp4","Nevin",""
"23","2015/G6004/Q4/raw/030.mp4","Nevin",""
"25","2016/G6005/Q1/raw/001.mp4","Nevin",""
"0","2016/G6005/Q1/raw/002.mp4","Nevin",""
"0","2016/G6005/Q1/raw/003.mp4","Nevin",""
"12","2016/G6005/Q1/raw/004.mp4","Nevin",""
"0","2016/G6005/Q1/raw/005.mp4","Nevin",""
"0","2016/G6005/Q1/raw/006.mp4","Nevin",""
"0","2016/G6005/Q1/raw/007.mp4","Nevin",""
"25","2016/G6005/Q1/raw/008.mp4","Nevin",""
"0","2016/G6005/Q1/raw/009.mp4","Nevin",""
"0","2016/G6005/Q1/raw/010.mp4","Nevin",""
"0","2016/G6005/Q1/raw/011.mp4","Nevin",""
"0","2016/G6005/Q1/raw/012.mp4","Nevin",""
"23","2016/G6005/Q1/raw/013.mp4","Nevin",""
"152","2016/G6005/Q1/raw/014.mp4","Nevin",""
"0","2016/G6005/Q1/raw/015.mp4","Nevin",""
"0","2016/G6005/Q1/raw/016.mp4","Nevin",""
"151","2016/G6005/Q1/raw/017.mp4","Nevin",""
"0","2016/G6005/Q1/raw/018.mp4","Nevin",""
"25","2016/G6005/Q1/raw/019.mp4","Nevin",""
"0","2016/G6005/Q1/raw/020.mp4","Nevin",""
"0","2016/G6005/Q1/raw/021.mp4","Nevin",""
"12","2016/G6005/Q1/raw/022.mp4","Nevin",""
"0","2016/G6005/Q1/raw/023.mp4","Nevin",""
"27","2016/G6005/Q1/raw/024.mp4","Nevin",""
"0","2016/G6005/Q1/raw/025.mp4","Nevin",""
"0","2016/G6005/Q1/raw/026.mp4","Nevin",""
"0","2016/G6005/Q1/raw/027.mp4","Nevin",""
"151","2016/G6005/Q1/raw/028.mp4","Nevin",""
"25","2016/G6005/Q1/raw/029.mp4","Nevin",""
"0","2016/G6005/Q1/raw/030.mp4","Nevin",""
"0","2016/G6005/Q1/raw/031.mp4","Nevin",""
"25","2016/G6005/Q1/raw/032.mp4","Nevin",""
"25","2016/G6005/Q1/raw/033.mp4","Nevin",""
"0","2016/G6005/Q2/raw/000.mp4","Nevin",""
"0","2016/G6005/Q2/raw/001.mp4","Nevin",""
"0","2016/G6005/Q2/raw/002.mp4","Nevin",""
"0","2016/G6005/Q2/raw/003.mp4","Nevin",""
"0","2016/G6005/Q2/raw/004.mp4","Nevin",""
"0","2016/G6005/Q2/raw/005.mp4","Nevin",""
"0","2016/G6005/Q2/raw/006.mp4","Nevin",""
"25","2016/G6005/Q2/raw/007.mp4","Nevin",""
"0","2016/G6005/Q2/raw/008.mp4","Nevin",""
"21","2016/G6005/Q2/raw/009.mp4","Nevin",""
"0","2016/G6005/Q2/raw/010.mp4","Nevin",""
"0","2016/G6005/Q2/raw/011.mp4","Nevin",""
"11","2016/G6005/Q2/raw/012.mp4","Nevin",""
"152","2016/G6005/Q2/raw/013.mp4","Nevin",""
"152","2016/G6005/Q2/raw/014.mp4","Nevin",""
"0","2016/G6005/Q2/raw/015.mp4","Nevin",""
"0","2016/G6005/Q2/raw/016.mp4","Nevin",""
"12","2016/G6005/Q2/raw/017.mp4","Nevin",""
"21","2016/G6005/Q2/raw/018.mp4","Nevin",""
"0","2016/G6005/Q2/raw/019.mp4","Nevin",""
"0","2016/G6005/Q2/raw/020.mp4","Nevin",""
"0","2016/G6005/Q2/raw/021.mp4","Nevin",""
"0","2016/G6005/Q2/raw/022.mp4","Nevin",""
"12","2016/G6005/Q2/raw/023.mp4","Nevin",""
"0","2016/G6005/Q2/raw/024.mp4","Nevin",""
"152","2016/G6005/Q2/raw/025.mp4","Nevin",""
"152","2016/G6005/Q2/raw/026.mp4","Nevin",""
"21","2016/G6005/Q2/raw/027.mp4","Nevin",""
"0","2016/G6005/Q2/raw/028.mp4","Nevin",""
"12","2016/G6005/Q2/raw/029.mp4","Nevin",""
"0","2016/G6005/Q2/raw/030.mp4","Nevin",""
"0","2016/G6005/Q2/raw/031.mp4","Nevin",""
"0","2016/G6005/Q2/raw/032.mp4","Nevin",""
"0","2016/G6005/Q2/raw/033.mp4","Nevin",""
"0","2016/G6005/Q2/raw/034.mp4","Nevin",""
"0","2016/G6005/Q2/raw/035.mp4","Nevin",""
"0","2016/G6005/Q2/raw/036.mp4","Nevin",""
"21","2016/G6005/Q2/raw/037.mp4","Nevin",""
"25","2016/G6005/Q3/raw/000.mp4","Nevin",""
"25","2016/G6007/Q1/raw/001.mp4","Nevin",""
"0","2016/G6007/Q1/raw/002.mp4","Nevin",""
"0","2016/G6007/Q1/raw/003.mp4","Nevin",""
"12","2016/G6007/Q1/raw/004.mp4","Nevin",""
"0","2016/G6007/Q1/raw/005.mp4","Nevin",""
"0","2016/G6007/Q1/raw/006.mp4","Nevin",""
"0","2016/G6007/Q1/raw/007.mp4","Nevin",""
"0","2016/G6007/Q1/raw/008.mp4","Nevin",""
"0","2016/G6007/Q1/raw/009.mp4","Nevin",""
"0","2016/G6007/Q1/raw/010.mp4","Nevin",""
"0","2016/G6007/Q1/raw/011.mp4","Nevin",""
"12","2016/G6007/Q1/raw/012.mp4","Nevin",""
"0","2016/G6007/Q1/raw/013.mp4","Nevin",""
"0","2016/G6007/Q1/raw/014.mp4","Nevin",""
"0","2016/G6007/Q1/raw/015.mp4","Nevin",""
"0","2016/G6007/Q1/raw/016.mp4","Nevin",""
"12","2016/G6007/Q1/raw/017.mp4","Nevin",""
"21","2016/G6007/Q1/raw/018.mp4","Nevin",""
"0","2016/G6007/Q1/raw/019.mp4","Nevin",""
"21","2016/G6007/Q1/raw/020.mp4","Nevin",""
"0","2016/G6007/Q1/raw/021.mp4","Nevin",""
"152","2016/G6007/Q1/raw/022.mp4","Nevin",""
"0","2016/G6007/Q1/raw/023.mp4","Nevin",""
"25","2016/G6007/Q1/raw/024.mp4","Nevin",""
"11","2016/G6007/Q1/raw/025.mp4","Nevin",""
"0","2016/G6007/Q1/raw/026.mp4","Nevin",""
"0","2016/G6007/Q1/raw/027.mp4","Nevin",""
"21","2016/G6007/Q1/raw/028.mp4","Nevin",""
"0","2016/G6007/Q1/raw/029.mp4","Nevin",""
"0","2016/G6007/Q1/raw/030.mp4","Nevin",""
"27","2016/G6007/Q1/raw/031.mp4","Nevin",""
"12","2016/G6007/Q2/raw/001.mp4","Nevin",""
"0","2016/G6007/Q2/raw/002.mp4","Nevin",""
"0","2016/G6007/Q2/raw/003.mp4","Nevin",""
"0","2016/G6007/Q2/raw/004.mp4","Nevin",""
"0","2016/G6007/Q2/raw/005.mp4","Nevin",""
"0","2016/G6007/Q2/raw/006.mp4","Nevin",""
"0","2016/G6007/Q2/raw/007.mp4","Nevin",""
"12","2016/G6007/Q2/raw/008.mp4","Nevin",""
"0","2016/G6007/Q2/raw/009.mp4","Nevin",""
"0","2016/G6007/Q2/raw/010.mp4","Nevin",""
"0","2016/G6007/Q2/raw/011.mp4","Nevin",""
"0","2016/G6007/Q2/raw/012.mp4","Nevin",""
"0","2016/G6007/Q2/raw/013.mp4","Nevin",""
"11","2016/G6007/Q2/raw/014.mp4","Nevin",""
"0","2016/G6007/Q2/raw/015.mp4","Nevin",""
"25","2016/G6007/Q2/raw/016.mp4","Nevin",""
"0","2016/G6007/Q2/raw/017.mp4","Nevin",""
"0","2016/G6007/Q2/raw/018.mp4","Nevin",""
"22","2016/G6007/Q2/raw/019.mp4","Nevin",""
"0","2016/G6007/Q2/raw/020.mp4","Nevin",""
"0","2016/G6007/Q2/raw/021.mp4","Nevin",""
"0","2016/G6007/Q2/raw/022.mp4","Nevin",""
"0","2016/G6007/Q2/raw/023.mp4","Nevin",""
"0","2016/G6007/Q2/raw/024.mp4","Nevin",""
"0","2016/G6007/Q2/raw/025.mp4","Nevin",""
"0","2016/G6007/Q2/raw/026.mp4","Nevin",""
"0","2016/G6007/Q2/raw/027.mp4","Nevin",""
"25","2016/G6007/Q2/raw/028.mp4","Nevin",""
"12","2016/G6007/Q2/raw/029.mp4","Nevin",""
"25","2016/G6007/Q2/raw/030.mp4","Nevin",""
"0","2016/G6007/Q2/raw/031.mp4","Nevin",""
"0","2016/G6007/Q2/raw/032.mp4","Nevin",""
"0","2016/G6007/Q2/raw/033.mp4","Nevin",""
"0","2016/G6007/Q2/raw/034.mp4","Nevin",""
"0","2016/G6007/Q2/raw/035.mp4","Nevin",""
"12","2016/G6007/Q2/raw/036.mp4","Nevin",""
"0","2016/G6007/Q2/raw/037.mp4","Nevin",""
"12","2016/G6007/Q2/raw/038.mp4","Nevin",""
"0","2016/G6007/Q2/raw/039.mp4","Nevin",""
"0","2016/G6007/Q2/raw/040.mp4","Nevin",""
"0","2016/G6007/Q2/raw/041.mp4","Nevin",""
"0","2016/G6007/Q2/raw/042.mp4","Nevin",""
"13","2016/G6007/Q3/raw/000.mp4","Nevin",""
"0","2016/G6007/Q3/raw/001.mp4","Nevin",""
"0","2016/G6007/Q3/raw/002.mp4","Nevin",""
"0","2016/G6007/Q3/raw/003.mp4","Nevin",""
"0","2016/G6007/Q3/raw/004.mp4","Nevin",""
"0","2016/G6007/Q3/raw/005.mp4","Nevin",""
"0","2016/G6007/Q3/raw/006.mp4","Nevin",""
"25","2016/G6007/Q3/raw/007.mp4","Nevin",""
"0","2016/G6007/Q3/raw/008.mp4","Nevin",""
"12","2016/G6007/Q3/raw/009.mp4","Nevin",""
"11","2016/G6007/Q3/raw/010.mp4","Nevin",""
"11","2016/G6007/Q3/raw/011.mp4","Nevin",""
"22","2016/G6007/Q3/raw/012.mp4","Nevin",""
"21","2016/G6007/Q3/raw/013.mp4","Nevin",""
"25","2016/G6007/Q3/raw/014.mp4","Nevin",""
"0","2016/G6007/Q3/raw/015.mp4","Nevin",""
"13","2016/G6007/Q3/raw/016.mp4","Nevin",""
"0","2016/G6007/Q3/raw/017.mp4","Nevin",""
"0","2016/G6007/Q3/raw/018.mp4","Nevin",""
"11","2016/G6007/Q3/raw/019.mp4","Nevin",""
"0","2016/G6007/Q3/raw/020.mp4","Nevin",""
"151","2016/G6007/Q3/raw/021.mp4","Nevin",""
"0","2016/G6007/Q3/raw/022.mp4","Nevin",""
"28","2016/G6007/Q3/raw/023.mp4","Nevin",""
"25","2016/G6007/Q3/raw/024.mp4","Nevin",""
"0","2016/G6007/Q3/raw/025.mp4","Nevin",""
"151","2016/G6007/Q3/raw/026.mp4","Nevin",""
"13","2016/G6007/Q3/raw/027.mp4","Nevin",""
"25","2016/G6007/Q3/raw/028.mp4","Nevin",""
"25","2016/G6007/Q3/raw/029.mp4","Nevin",""
"0","2016/G6007/Q3/raw/030.mp4","Nevin",""
"0","2016/G6007/Q3/raw/031.mp4","Nevin",""
"152","2016/G6007/Q3/raw/032.mp4","Nevin",""
"0","2016/G6007/Q3/raw/033.mp4","Nevin",""
"0","2016/G6007/Q3/raw/034.mp4","Nevin",""
"13","2016/G6007/Q3/raw/035.mp4","Nevin",""
"13","2016/G6007/Q4/raw/000.mp4","Nevin",""
"0","2016/G6007/Q4/raw/001.mp4","Nevin",""
"0","2016/G6007/Q4/raw/002.mp4","Nevin",""
"0","2016/G6007/Q4/raw/003.mp4","Nevin",""
"0","2016/G6007/Q4/raw/004.mp4","Nevin",""
"0","2016/G6007/Q4/raw/005.mp4","Nevin",""
"0","2016/G6007/Q4/raw/006.mp4","Nevin",""
"0","2016/G6007/Q4/raw/007.mp4","Nevin",""
"0","2016/G6007/Q4/raw/008.mp4","Nevin",""
"12","2016/G6007/Q4/raw/009.mp4","Nevin",""
"12","2016/G6007/Q4/raw/010.mp4","Nevin",""
"0","2016/G6007/Q4/raw/011.mp4","Nevin",""
"0","2016/G6007/Q4/raw/012.mp4","Nevin",""
"0","2016/G6007/Q4/raw/013.mp4","Nevin",""
"25","2016/G6007/Q4/raw/014.mp4","Nevin",""
"13","2016/G6007/Q4/raw/015.mp4","Nevin",""
"13","2016/G6007/Q4/raw/016.mp4","Nevin",""
"0","2016/G6007/Q4/raw/017.mp4","Nevin",""
"0","2016/G6007/Q4/raw/018.mp4","Nevin",""
"12","2016/G6007/Q4/raw/019.mp4","Nevin",""
"25","2016/G6007/Q4/raw/020.mp4","Nevin",""
"25","2016/G6007/Q4/raw/021.mp4","Nevin",""
"0","2016/G6007/Q4/raw/022.mp4","Nevin",""
