"ID";"VideoFileName";"VideoPath";"UploadDate";"UploadTime";"PlayID";"GameID";"PlayText";"Approved";"Note";"Quarter";"active";"ApprovedTime";"AssociatedTime";"FileCreationTime";"Energy"
"2825";"005";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7614";"5970";"1st & GOAL at GT03: Blair Walsh kick attempt good.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:01:40";"0000-00-00 00:00:00	";"0"
"2826";"006";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7615";"5970";"1st & GOAL at UGA30: Brandon Bogotay kickoff 70 yards to the GT0, touchback.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:02:16";"0000-00-00 00:00:00	";"0"
"2827";"007";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7617";"5970";"1st & 10 at GT20: Washington, T. rush for no gain to the GT20 (Alec Ogletree).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:07:23";"0000-00-00 00:00:00	";"0"
"2828";"008";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7618";"5970";"2nd & 10 at GT20: Washington, T. sacked for loss of 6 yards to the GT14 (John Jenkins).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:08:06";"0000-00-00 00:00:00	";"0"
"2829";"009";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7619";"5970";"3rd & 16 at GT14: Washington, T. pass intercepted by M. Gilliard at the GT25, M. Gilliard return 0 yards to the GT25.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:08:44";"0000-00-00 00:00:00	";"0"
"2830";"010";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7621";"5970";"1st & 10 at GT25: Aaron Murray pass incomplete to M. Mitchell.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:09:22";"0000-00-00 00:00:00	";"0"
"2831";"011";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7622";"5970";"2nd & 10 at GT25: Carlton Thomas rush for 1 yard to the GT24 (Peters, J.;Drummond, D.).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:09:55";"0000-00-00 00:00:00	";"0"
"2832";"012";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7623";"5970";"3rd & 9 at GT24: Aaron Murray sacked for loss of 13 yards to the GT37 (Attaochu, J.).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:10:29";"0000-00-00 00:00:00	";"0"
"2833";"013";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7625";"5970";"4th & 22 at GT37: Drew Butler punt 33 yards to the GT4, downed.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:07:52";"0000-00-00 00:00:00	";"0"
"2834";"014";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7628";"5970";"1st & 10 at GT05: Smith, O. rush for 10 yards to the GT15, 1ST DOWN GT (C. Robinson;Shawn Williams).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:10:51";"0000-00-00 00:00:00	";"0"
"2835";"015";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7630";"5970";"2nd & 7 at GT18: Jones, R. rush for 2 yards to the GT20 (Garrison Smith).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:10:20";"0000-00-00 00:00:00	";"0"
"2836";"016";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7632";"5970";"4th & 3 at GT22: Poole, S. punt 47 yards to the UGA31, Brandon Boykin return 4 yards to the UGA35 (Sylvester, S.).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:11:39";"0000-00-00 00:00:00	";"0"
"2837";"017";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7635";"5970";"1st & 10 at UGA35: Carlton Thomas rush for 2 yards to the UGA37 (Johnson, I.).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:13:32";"0000-00-00 00:00:00	";"0"
"2838";"018";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7637";"5970";"3rd & 8 at UGA37: Aaron Murray pass incomplete to Tavarres King.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:13:54";"0000-00-00 00:00:00	";"0"
"2839";"019";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7636";"5970";"2nd & 8 at UGA37: Aaron Murray pass incomplete to Chris Conley.";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:19:26";"0000-00-00 00:00:00	";"0"
"2840";"020";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7638";"5970";"4th & 8 at UGA37: Drew Butler punt 55 yards to the GT8, downed.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:17:31";"0000-00-00 00:00:00	";"0"
"2841";"021";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7640";"5970";"1st & 10 at GT08: Washington, T. pass intercepted by Shawn Williams at the GT23, Shawn Williams return 0 yards to the GT23, PENALTY UGA unsportsmanlike conduct (Shawn Williams) 15 yards to the GT38, 1st and 10, UGA ball on GT38.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:16:26";"0000-00-00 00:00:00	";"0"
"2842";"022";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7642";"5970";"1st & 10 at GT38: Branden Smith rush for 3 yards to the GT35, out-of-bounds (Reid, R.).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:20:22";"0000-00-00 00:00:00	";"0"
"2843";"023";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7643";"5970";"2nd & 7 at GT35: Ken Malcome rush for 5 yards to the GT30 (Johnson, I.;Burnett, J.).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:20:45";"0000-00-00 00:00:00	";"0"
"2844";"024";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7644";"5970";"3rd & 2 at GT30: A. Ogletree rush for 21 yards to the GT9, 1ST DOWN UGA (Johnson, I.).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:23:51";"0000-00-00 00:00:00	";"0"
"2845";"025";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7645";"5970";"1st & GOAL at GT09: Ken Malcome rush for 1 yard to the GT8 (Attaochu, J.;Cross, I.).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:24:01";"0000-00-00 00:00:00	";"0"
"2846";"026";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7646";"5970";"2nd & GOAL at GT08: Aaron Murray pass complete to Carlton Thomas for 5 yards to the GT3 (Nealy, Q.).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:24:09";"0000-00-00 00:00:00	";"0"
"2847";"027";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7647";"5970";"3rd & GOAL at GT03: Aaron Murray pass complete to Aron White for 3 yards to the GT0, TOUCHDOWN, clock 02:57.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:25:03";"0000-00-00 00:00:00	";"0"
"2848";"028";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7648";"5970";"1st & GOAL at GT03: Blair Walsh kick attempt good.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:25:17";"0000-00-00 00:00:00	";"0"
"2849";"029";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7649";"5970";"1st & GOAL at UGA30: Blair Walsh kickoff 70 yards to the GT0, touchback.";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:25:26";"0000-00-00 00:00:00	";"0"
"2850";"030";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7651";"5970";"1st & 10 at GT20: Sims, D. rush for 1 yard to the GT21 (Kwame Geathers).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:26:38";"0000-00-00 00:00:00	";"0"
"2851";"031";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7652";"5970";"2nd & 9 at GT21: Sims, D. rush for 5 yards to the GT26 (Kwame Geathers).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:27:17";"0000-00-00 00:00:00	";"0"
"2852";"032";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7655";"5970";"1st & 10 at GT31: Sims, D. rush for 2 yards to the GT33 (Jarvis Jones).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:27:32";"0000-00-00 00:00:00	";"0"
"2853";"033";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7657";"5970";"3rd & 8 at GT33: Washington, T. pass complete to Sims, D. for 8 yards to the GT41, 1ST DOWN GT (Garrison Smith;Jarvis Jones).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:41:16";"0000-00-00 00:00:00	";"0"
"2854";"034";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7658";"5970";"1st & 10 at GT41: Sims, D. rush for 8 yards to the GT49 (Alec Ogletree).";"Y";;"3";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:41:25";"0000-00-00 00:00:00	";"0"
"2855";"035";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2856";"036";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2857";"037";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2858";"038";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2859";"039";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2860";"040";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2861";"041";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2862";"042";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2863";"043";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2864";"044";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2865";"045";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2866";"046";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2867";"047";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2868";"048";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2869";"049";"2011/G5970/Q3/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"3";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2870";"000";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"4";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2871";"001";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7660";"5970";"2nd & 2 at GT49: Washington, T. rush for loss of 2 yards to the GT47, fumble by Washington, T. recovered by GT Washington, T. at GT47.";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:35:17";"0000-00-00 00:00:00	";"0"
"2872";"002";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7661";"5970";"3rd & 4 at GT47: Smith, O. rush for 5 yards to the UGA48, 1ST DOWN GT (C. Robinson).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:35:24";"0000-00-00 00:00:00	";"0"
"2873";"003";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7662";"5970";"1st & 10 at UGA48: Washington, T. rush for 2 yards to the UGA46 (Alec Ogletree).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:35:30";"0000-00-00 00:00:00	";"0"
"2874";"004";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7663";"5970";"2nd & 8 at UGA46: Sims, D. rush for 2 yards to the UGA44 (John Jenkins;Jarvis Jones).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:35:41";"0000-00-00 00:00:00	";"0"
"2875";"005";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7664";"5970";"3rd & 6 at UGA44: Washington, T. pass incomplete to Hill, S..";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:35:49";"0000-00-00 00:00:00	";"0"
"2876";"006";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7665";"5970";"4th & 6 at UGA44: Washington, T. pass incomplete to Smith, O..";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:37:19";"0000-00-00 00:00:00	";"0"
"2877";"007";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7668";"5970";"1st & 10 at UGA45: Branden Smith rush for 5 yards to the 50 yardline, out-of-bounds (Sylvester, S.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:39:52";"0000-00-00 00:00:00	";"0"
"2878";"008";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7670";"5970";"2nd & 10 at UGA45: Branden Smith rush for 5 yards to the 50 yardline (Johnson, I.;Reid, R.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:43:28";"0000-00-00 00:00:00	";"0"
"2879";"009";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7671";"5970";"3rd & 5 at UGA50: Aaron Murray pass complete to Chris Conley for 15 yards to the GT35, 1ST DOWN UGA (Attaochu, J.;Sweeting, R.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:44:14";"0000-00-00 00:00:00	";"0"
"2880";"010";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7672";"5970";"1st & 10 at GT35: Carlton Thomas rush for 1 yard to the GT34 (Burnett, J.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:44:25";"0000-00-00 00:00:00	";"0"
"2881";"011";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7673";"5970";"2nd & 9 at GT34: Aaron Murray pass incomplete to Bruce Figgins.";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:45:08";"0000-00-00 00:00:00	";"0"
"2882";"012";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7674";"5970";"3rd & 9 at GT34: Aaron Murray pass incomplete to Tavarres King.";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:45:16";"0000-00-00 00:00:00	";"0"
"2883";"013";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7675";"5970";"4th & 9 at GT34: Blair Walsh field goal attempt from 52 MISSED - wide right, spot at GT35, clock 08:58.";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:46:00";"0000-00-00 00:00:00	";"0"
"2884";"014";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7677";"5970";"1st & 10 at GT35: Jones, R. rush for 7 yards to the GT42 (Alec Ogletree).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:49:58";"0000-00-00 00:00:00	";"0"
"2885";"015";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7678";"5970";"2nd & 3 at GT42: Days, S. rush for 2 yards to the GT44 (C. Robinson;Kwame Geathers).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:50:30";"0000-00-00 00:00:00	";"0"
"2886";"016";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7679";"5970";"3rd & 1 at GT44: Days, S. rush for 3 yards to the GT47, 1ST DOWN GT (Kwame Geathers).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:50:59";"0000-00-00 00:00:00	";"0"
"2887";"017";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7680";"5970";"1st & 10 at GT47: Days, S. pass complete to Hill, S. for 36 yards to the UGA17, 1ST DOWN GT, out-of-bounds.";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:51:58";"0000-00-00 00:00:00	";"0"
"2888";"018";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7681";"5970";"1st & 10 at UGA17: Days, S. rush for 1 yard to the UGA16 (Abry Jones).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:53:26";"0000-00-00 00:00:00	";"0"
"2889";"019";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7682";"5970";"2nd & 9 at UGA16: Smith, O. rush for 16 yards to the UGA0, 1ST DOWN GT, TOUCHDOWN, clock 06:32.";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:53:33";"0000-00-00 00:00:00	";"0"
"2890";"020";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7683";"5970";"1st & GOAL at UGA03: Moore, Ju. kick attempt good.";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:53:40";"0000-00-00 00:00:00	";"0"
"2891";"021";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7684";"5970";"1st & GOAL at GT30: Scully, D. kickoff 54 yards to the UGA16, Branden Smith return 6 yards to the UGA22.";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:57:07";"0000-00-00 00:00:00	";"0"
"2892";"022";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7686";"5970";"1st & 10 at UGA22: Ken Malcome rush for 53 yards to the GT25, 1ST DOWN UGA (Peters, J.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:58:14";"0000-00-00 00:00:00	";"0"
"2893";"023";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7687";"5970";"2nd & 7 at UGA25: Ken Malcome rush for 9 yards to the UGA34, 1ST DOWN UGA (Johnson, I.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:58:45";"0000-00-00 00:00:00	";"0"
"2894";"024";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7688";"5970";"1st & 10 at UGA34: Ken Malcome rush for 26 yards to the GT40, 1ST DOWN UGA (Drummond, D.;Cross, I.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:59:31";"0000-00-00 00:00:00	";"0"
"2895";"025";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7689";"5970";"1st & 10 at GT40: Ken Malcome rush for loss of 6 yards to the GT46 (Young, L.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 14:59:51";"0000-00-00 00:00:00	";"0"
"2896";"026";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7690";"5970";"1st & 10 at UGA46: Ken Malcome rush for 3 yards to the UGA49 (Drummond, D.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:00:51";"0000-00-00 00:00:00	";"0"
"2897";"027";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7692";"5970";"2nd & 7 at UGA49: Ken Malcome rush for 7 yards to the GT44, 1ST DOWN UGA (Peters, J.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:02:38";"0000-00-00 00:00:00	";"0"
"2898";"028";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7693";"5970";"1st & 10 at GT44: Ken Malcome rush for 1 yard to the GT43 (Burnett, J.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:03:47";"0000-00-00 00:00:00	";"0"
"2899";"029";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7694";"5970";"2nd & 9 at GT43: Ken Malcome rush for 2 yards to the GT41 (Peters, J.;Nealy, Q.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:05:05";"0000-00-00 00:00:00	";"0"
"2900";"030";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7696";"5970";"3rd & 7 at GT41: Ken Malcome rush for loss of 1 yard to the GT42 (Burnett, J.;Cummings, E.).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:06:51";"0000-00-00 00:00:00	";"0"
"2901";"031";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7698";"5970";"4th & 8 at GT42: Drew Butler punt 42 yards to the GT0, touchback.";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:09:29";"0000-00-00 00:00:00	";"0"
"2902";"032";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7700";"5970";"1st & 10 at GT20: Days, S. pass incomplete to Jones, R..";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:09:37";"0000-00-00 00:00:00	";"0"
"2903";"033";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7701";"5970";"2nd & 10 at GT20: Days, S. pass complete to Hill, S. for 32 yards to the UGA48, 1ST DOWN GT (S. Commings).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:10:19";"0000-00-00 00:00:00	";"0"
"2904";"034";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7703";"5970";"1st & 10 at UGA48: Days, S. rush for 3 yards to the UGA45 (Garrison Smith;Jarvis Jones).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:11:37";"0000-00-00 00:00:00	";"0"
"2905";"035";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7704";"5970";"2nd & 7 at UGA45: Days, S. pass incomplete to Hill, S..";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:11:52";"0000-00-00 00:00:00	";"0"
"2906";"036";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7705";"5970";"3rd & 7 at UGA45: Days, S. pass complete to Hill, S. for 10 yards to the UGA35, 1ST DOWN GT, out-of-bounds (S. Commings).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:13:09";"0000-00-00 00:00:00	";"0"
"2907";"037";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"7710";"5970";"3rd & 25 at GT50: Days, S. rush for 13 yards to the UGA37 (Garrison Smith).";"Y";;"4";"ACTIVE";"0000-00-00 00:00:00";"2011-11-26 15:15:48";"0000-00-00 00:00:00	";"0"
"2908";"038";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"4";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2909";"039";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"4";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2910";"040";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"4";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2911";"041";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"4";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
"2912";"042";"2011/G5970/Q4/";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0";"5970";"Recent Play";"N";;"4";"ACTIVE";"0000-00-00 00:00:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00	";"0"
